,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
61555,0,53,157.0,57.0,11.0,91.0,39.9
22047,0,71,158.0,59.0,21.0,99.0,40.7
13547,0,57,158.0,62.0,16.0,94.0,40.2
26137,0,46,156.0,58.0,28.0,112.0,40.7
31717,1,47,191.0,92.0,18.0,101.0,40.5
58796,0,48,167.0,66.0,11.0,79.0,40.3
8779,1,21,195.0,93.0,9.0,90.0,39.8
13929,0,27,156.0,56.0,17.0,106.0,40.3
73525,1,58,171.0,73.0,17.0,93.0,40.0
53786,1,49,182.0,81.0,25.0,107.0,40.6
12181,1,34,179.0,79.0,10.0,91.0,39.6
13301,0,32,180.0,77.0,5.0,84.0,39.1
56126,1,35,163.0,70.0,17.0,106.0,40.5
36604,1,61,192.0,96.0,30.0,105.0,41.0
61823,1,31,185.0,85.0,26.0,107.0,40.6
21176,1,38,174.0,78.0,5.0,81.0,38.9
55615,0,50,163.0,61.0,13.0,91.0,40.4
17770,0,43,154.0,53.0,16.0,94.0,40.1
26624,0,72,158.0,60.0,15.0,103.0,39.9
37949,1,40,188.0,86.0,19.0,96.0,40.3
12250,0,64,160.0,61.0,29.0,103.0,40.8
22971,0,66,161.0,63.0,30.0,107.0,41.0
3973,1,38,198.0,98.0,24.0,108.0,40.7
29808,1,48,199.0,102.0,14.0,94.0,40.3
7540,0,63,173.0,68.0,5.0,87.0,38.8
4826,0,21,158.0,57.0,16.0,96.0,40.2
72178,0,43,161.0,63.0,27.0,112.0,40.9
34662,1,50,187.0,88.0,6.0,86.0,39.2
64330,0,31,169.0,68.0,3.0,81.0,38.3
50418,0,67,162.0,67.0,8.0,81.0,39.5
49424,1,64,175.0,77.0,8.0,87.0,39.8
36927,1,26,192.0,86.0,5.0,80.0,39.0
44641,0,20,170.0,70.0,26.0,116.0,40.7
27925,1,25,193.0,96.0,8.0,91.0,39.8
58157,0,42,171.0,68.0,7.0,88.0,39.3
20570,0,41,153.0,51.0,8.0,93.0,39.7
46651,1,40,186.0,98.0,15.0,96.0,40.1
49453,0,72,193.0,98.0,29.0,100.0,40.8
7667,1,38,196.0,99.0,24.0,104.0,40.3
69859,0,44,151.0,61.0,16.0,93.0,40.3
8578,1,44,181.0,77.0,2.0,81.0,38.2
32805,1,51,184.0,89.0,18.0,102.0,40.4
23380,0,26,151.0,52.0,26.0,101.0,40.8
45338,1,62,167.0,68.0,15.0,94.0,40.5
65418,1,51,189.0,94.0,21.0,94.0,40.5
6766,0,33,169.0,71.0,10.0,95.0,39.7
1277,0,43,154.0,59.0,28.0,110.0,40.6
72135,0,48,178.0,75.0,14.0,97.0,40.1
14350,1,65,187.0,94.0,15.0,91.0,40.3
43564,1,64,175.0,79.0,7.0,98.0,39.3
7524,1,42,167.0,71.0,23.0,111.0,40.7
49488,1,51,189.0,99.0,14.0,98.0,39.9
34104,0,71,177.0,77.0,20.0,88.0,40.4
9243,0,27,166.0,63.0,19.0,109.0,40.4
58823,0,34,161.0,56.0,19.0,108.0,40.4
3378,0,29,169.0,64.0,5.0,89.0,39.2
18401,0,52,176.0,74.0,13.0,96.0,39.9
40238,0,53,155.0,57.0,23.0,104.0,40.8
19458,1,62,182.0,78.0,14.0,94.0,39.8
19223,1,36,187.0,94.0,16.0,102.0,40.5
25344,1,43,183.0,86.0,26.0,107.0,41.2
26636,1,31,183.0,91.0,6.0,91.0,39.0
43524,1,41,196.0,99.0,9.0,91.0,39.7
74959,0,74,171.0,68.0,28.0,117.0,40.7
59586,1,64,189.0,90.0,11.0,93.0,39.7
16180,0,41,168.0,69.0,20.0,104.0,40.5
22815,1,27,183.0,84.0,26.0,108.0,40.7
71347,1,38,187.0,88.0,6.0,81.0,39.4
55616,0,74,169.0,67.0,27.0,113.0,40.6
43689,0,38,161.0,64.0,15.0,99.0,40.2
38824,1,75,194.0,103.0,21.0,96.0,40.7
57336,0,24,174.0,67.0,6.0,91.0,39.6
18868,0,32,186.0,84.0,8.0,86.0,39.6
37689,0,45,171.0,68.0,19.0,105.0,40.7
45481,0,38,162.0,60.0,1.0,79.0,37.6
48636,0,45,176.0,72.0,5.0,84.0,39.2
44715,0,46,162.0,64.0,5.0,85.0,39.2
69911,1,24,196.0,95.0,16.0,98.0,40.3
41880,1,57,181.0,88.0,4.0,79.0,38.6
44723,0,21,163.0,59.0,25.0,107.0,40.5
4898,1,59,191.0,94.0,29.0,112.0,41.0
57952,0,22,169.0,61.0,21.0,105.0,40.6
8040,1,42,190.0,97.0,7.0,90.0,39.4
71222,0,39,166.0,71.0,13.0,106.0,40.1
58271,0,23,163.0,63.0,17.0,98.0,40.3
9762,1,27,166.0,68.0,20.0,113.0,40.3
40048,0,58,160.0,57.0,26.0,109.0,40.7
69976,0,44,165.0,67.0,22.0,98.0,40.9
12477,0,75,158.0,62.0,30.0,104.0,41.0
19652,1,79,176.0,82.0,24.0,104.0,40.7
9588,0,21,174.0,69.0,13.0,96.0,39.8
68743,0,69,176.0,72.0,4.0,77.0,39.2
52817,0,34,151.0,53.0,19.0,110.0,40.3
4732,1,22,187.0,89.0,29.0,112.0,40.8
58780,1,38,174.0,74.0,26.0,96.0,40.8
49053,1,32,196.0,101.0,20.0,103.0,40.7
15744,0,23,156.0,51.0,24.0,108.0,40.6
40789,0,40,168.0,62.0,17.0,91.0,40.0
50118,1,40,174.0,78.0,25.0,101.0,41.3
65482,0,33,173.0,72.0,15.0,90.0,40.0
58349,0,47,156.0,55.0,8.0,93.0,39.4
27673,1,28,198.0,105.0,27.0,100.0,40.5
35838,1,48,192.0,102.0,14.0,95.0,40.3
63631,0,31,155.0,56.0,5.0,74.0,39.0
53510,1,45,184.0,89.0,24.0,112.0,40.4
22022,0,20,173.0,67.0,5.0,80.0,39.3
28614,0,24,157.0,63.0,6.0,90.0,39.7
56606,1,35,178.0,81.0,28.0,108.0,41.0
47883,1,33,181.0,81.0,11.0,96.0,39.8
14474,1,29,176.0,75.0,4.0,83.0,38.9
59133,0,50,182.0,81.0,23.0,102.0,40.7
72931,0,62,173.0,66.0,9.0,81.0,39.6
23892,0,50,162.0,61.0,16.0,99.0,40.8
27008,0,33,169.0,63.0,20.0,101.0,40.5
16674,1,21,197.0,101.0,25.0,99.0,40.8
15966,1,45,193.0,88.0,5.0,79.0,39.0
40646,0,52,175.0,75.0,22.0,108.0,40.6
66120,0,50,154.0,55.0,15.0,92.0,40.2
46684,0,61,165.0,66.0,23.0,109.0,40.6
69392,0,27,158.0,57.0,22.0,105.0,40.4
15934,1,24,194.0,93.0,21.0,99.0,40.4
10613,1,64,175.0,78.0,1.0,79.0,37.5
44683,0,55,167.0,65.0,9.0,78.0,39.5
21736,0,35,170.0,66.0,24.0,107.0,40.7
11970,1,28,165.0,66.0,28.0,109.0,41.0
7284,1,63,189.0,90.0,17.0,97.0,40.2
41276,1,42,163.0,65.0,10.0,93.0,39.9
17506,0,23,170.0,73.0,20.0,103.0,40.4
73865,1,29,178.0,78.0,8.0,95.0,39.3
53979,1,50,181.0,85.0,16.0,98.0,40.5
70751,1,32,166.0,66.0,8.0,93.0,39.8
55238,1,62,191.0,91.0,5.0,81.0,39.0
44022,0,22,176.0,69.0,6.0,88.0,39.2
47332,1,64,171.0,73.0,15.0,97.0,40.1
29937,1,51,179.0,79.0,3.0,78.0,38.8
41789,1,26,178.0,78.0,12.0,89.0,40.3
2276,1,45,175.0,80.0,17.0,98.0,40.2
71968,1,44,197.0,94.0,3.0,77.0,38.9
73104,1,67,193.0,98.0,28.0,117.0,40.8
18289,0,34,159.0,61.0,16.0,101.0,40.0
31615,0,52,159.0,59.0,5.0,84.0,39.1
17641,0,50,156.0,57.0,19.0,100.0,40.6
68172,0,33,154.0,60.0,15.0,106.0,39.7
19292,0,34,159.0,54.0,17.0,103.0,40.7
32434,1,41,173.0,77.0,29.0,99.0,40.9
30962,0,42,168.0,68.0,13.0,95.0,40.2
33137,0,28,169.0,71.0,19.0,102.0,40.5
31783,1,52,196.0,103.0,5.0,81.0,39.0
16823,0,40,156.0,57.0,23.0,110.0,40.7
850,1,32,197.0,94.0,24.0,106.0,40.6
71983,1,55,180.0,88.0,17.0,94.0,40.4
48414,0,64,158.0,64.0,11.0,94.0,40.0
3639,1,32,184.0,85.0,13.0,106.0,39.8
62358,0,64,158.0,60.0,26.0,108.0,41.0
37967,1,57,186.0,89.0,27.0,110.0,41.0
57886,0,64,162.0,64.0,16.0,90.0,40.2
60307,0,50,169.0,72.0,28.0,100.0,40.8
12030,0,31,160.0,62.0,3.0,81.0,38.5
37101,0,21,169.0,69.0,25.0,103.0,40.8
40333,0,21,149.0,49.0,12.0,91.0,39.7
14889,0,31,156.0,57.0,9.0,89.0,39.6
53292,1,62,196.0,102.0,9.0,92.0,39.7
7028,1,28,177.0,77.0,1.0,76.0,37.8
50518,0,64,153.0,54.0,11.0,91.0,40.1
73244,1,45,181.0,87.0,9.0,90.0,39.7
29571,1,42,177.0,82.0,27.0,107.0,40.8
2022,0,40,154.0,56.0,4.0,82.0,38.9
21960,0,26,167.0,62.0,24.0,104.0,40.7
2723,0,37,161.0,67.0,10.0,94.0,39.8
25662,0,38,179.0,74.0,2.0,73.0,38.4
41056,0,37,161.0,63.0,12.0,96.0,40.1
41390,0,50,147.0,51.0,12.0,88.0,40.0
60016,0,26,166.0,65.0,7.0,90.0,39.4
72506,1,52,181.0,91.0,8.0,87.0,39.6
29120,0,54,169.0,66.0,10.0,97.0,39.6
33429,0,60,182.0,80.0,2.0,77.0,37.9
20928,1,37,187.0,94.0,24.0,101.0,40.6
72924,0,57,180.0,72.0,24.0,101.0,40.7
17185,1,20,191.0,95.0,19.0,107.0,40.6
28867,0,28,164.0,60.0,26.0,110.0,40.7
27175,0,30,159.0,56.0,14.0,98.0,37.4
14841,1,38,194.0,97.0,20.0,102.0,40.6
34430,0,59,157.0,57.0,18.0,97.0,40.5
17035,1,31,200.0,104.0,14.0,96.0,40.5
38841,1,22,174.0,73.0,30.0,109.0,40.9
74012,0,33,173.0,70.0,8.0,76.0,39.8
59198,0,36,179.0,75.0,26.0,106.0,40.8
66748,1,26,185.0,83.0,20.0,112.0,40.7
26557,0,39,177.0,75.0,4.0,75.0,38.8
67840,0,60,154.0,59.0,4.0,91.0,39.1
70397,0,25,162.0,59.0,1.0,76.0,37.8
51292,0,52,162.0,66.0,10.0,91.0,39.9
70153,0,54,165.0,65.0,19.0,103.0,40.6
4707,1,31,176.0,78.0,21.0,101.0,40.6
36298,0,38,167.0,61.0,5.0,79.0,39.0
46561,1,42,173.0,80.0,5.0,86.0,39.1
61092,1,65,202.0,97.0,29.0,106.0,40.8
5553,1,45,193.0,91.0,25.0,107.0,40.9
18505,0,58,172.0,71.0,17.0,97.0,40.6
59306,1,69,182.0,89.0,9.0,97.0,39.7
2856,1,47,194.0,92.0,5.0,85.0,39.4
63181,1,50,198.0,105.0,3.0,81.0,38.4
40630,1,38,179.0,84.0,4.0,80.0,38.8
52316,1,31,186.0,85.0,11.0,88.0,39.9
31176,1,70,190.0,95.0,19.0,97.0,40.6
71297,1,24,185.0,90.0,15.0,96.0,40.9
43141,1,46,190.0,99.0,6.0,85.0,39.2
60537,1,28,187.0,84.0,23.0,107.0,40.8
50183,0,25,162.0,61.0,10.0,92.0,39.8
9757,1,55,179.0,81.0,21.0,102.0,40.7
38719,1,66,190.0,98.0,29.0,110.0,40.7
15371,1,24,191.0,90.0,15.0,86.0,40.3
1596,1,55,175.0,77.0,18.0,100.0,40.5
38675,1,25,178.0,77.0,22.0,113.0,40.3
8343,0,35,146.0,52.0,2.0,86.0,38.1
64134,1,22,187.0,93.0,24.0,106.0,40.6
23473,0,65,158.0,61.0,26.0,108.0,40.8
72563,1,45,178.0,78.0,15.0,93.0,40.3
32381,0,32,159.0,54.0,15.0,98.0,40.0
3604,1,34,180.0,81.0,17.0,97.0,40.6
44043,0,47,164.0,69.0,27.0,103.0,40.8
49503,1,21,178.0,81.0,28.0,108.0,40.9
74334,1,74,182.0,80.0,26.0,118.0,41.1
58906,0,53,161.0,61.0,26.0,107.0,41.0
43142,0,43,163.0,61.0,16.0,101.0,40.1
56854,0,34,151.0,55.0,11.0,91.0,39.8
18794,1,33,183.0,83.0,5.0,82.0,39.2
60837,0,53,161.0,62.0,18.0,94.0,40.6
66988,0,32,158.0,57.0,7.0,88.0,39.1
69110,0,39,165.0,60.0,16.0,94.0,40.0
35555,1,50,174.0,79.0,27.0,107.0,40.7
861,0,73,162.0,59.0,19.0,97.0,40.4
38843,1,61,184.0,86.0,21.0,99.0,40.3
33341,1,31,194.0,93.0,26.0,113.0,40.7
35563,1,65,186.0,89.0,16.0,105.0,40.3
7503,1,41,175.0,75.0,23.0,105.0,40.7
60860,1,32,171.0,76.0,11.0,88.0,39.9
66422,0,33,169.0,67.0,4.0,88.0,38.9
52745,1,25,188.0,90.0,22.0,105.0,40.6
55327,1,25,171.0,75.0,28.0,107.0,40.9
6124,0,23,166.0,59.0,24.0,106.0,40.8
4202,1,45,177.0,79.0,18.0,100.0,40.5
51103,0,28,166.0,61.0,22.0,106.0,40.6
68885,0,33,162.0,61.0,21.0,101.0,40.6
38139,0,33,175.0,74.0,16.0,90.0,40.4
7516,0,45,166.0,64.0,19.0,99.0,40.5
73280,1,58,180.0,83.0,24.0,104.0,40.8
8336,1,62,197.0,101.0,5.0,79.0,39.1
13874,1,51,183.0,89.0,20.0,102.0,40.2
18827,1,28,194.0,93.0,20.0,99.0,40.5
18453,1,48,196.0,96.0,3.0,76.0,38.6
465,1,38,175.0,74.0,24.0,103.0,40.6
37382,0,21,164.0,61.0,23.0,102.0,40.7
23361,1,61,169.0,76.0,25.0,113.0,40.7
30380,1,52,179.0,78.0,6.0,77.0,39.1
7751,1,45,189.0,91.0,16.0,99.0,40.5
45195,0,48,166.0,69.0,8.0,85.0,39.8
36936,1,54,187.0,90.0,4.0,78.0,38.9
73577,1,51,180.0,81.0,8.0,81.0,39.2
1770,1,54,186.0,93.0,10.0,90.0,39.7
1508,1,39,179.0,82.0,18.0,102.0,40.3
36412,1,26,164.0,68.0,13.0,95.0,40.1
50723,1,24,188.0,88.0,16.0,108.0,40.4
57310,1,55,179.0,83.0,8.0,87.0,39.5
66609,0,48,153.0,55.0,4.0,91.0,39.1
56427,0,38,172.0,72.0,4.0,89.0,39.0
40293,0,46,167.0,70.0,11.0,101.0,40.0
43748,0,61,155.0,56.0,28.0,102.0,40.7
34455,0,30,164.0,63.0,28.0,103.0,40.7
38569,1,26,180.0,79.0,22.0,97.0,40.6
45133,1,51,197.0,94.0,15.0,98.0,40.1
50819,0,27,177.0,72.0,22.0,109.0,40.7
48691,0,43,155.0,59.0,5.0,87.0,39.2
10877,0,38,170.0,70.0,4.0,80.0,38.8
6113,0,30,162.0,63.0,29.0,107.0,40.8
56070,1,31,179.0,80.0,15.0,96.0,40.4
45526,1,45,200.0,98.0,24.0,102.0,40.7
39951,1,28,182.0,85.0,15.0,97.0,40.3
23299,0,49,154.0,55.0,17.0,95.0,40.5
5401,0,24,151.0,51.0,20.0,99.0,40.5
9270,0,50,166.0,70.0,5.0,76.0,38.9
65135,1,55,193.0,93.0,21.0,101.0,40.7
67773,0,48,161.0,68.0,14.0,104.0,40.2
42260,1,44,174.0,81.0,15.0,91.0,40.0
16714,0,48,168.0,61.0,21.0,102.0,40.7
29801,1,59,193.0,104.0,5.0,81.0,39.1
74094,1,20,193.0,97.0,19.0,103.0,40.7
5613,1,44,193.0,93.0,8.0,87.0,39.5
8488,0,62,151.0,54.0,10.0,93.0,39.9
71867,1,40,177.0,76.0,21.0,108.0,40.3
28649,1,38,179.0,79.0,20.0,95.0,40.7
55190,1,73,177.0,83.0,3.0,92.0,38.4
59505,1,47,179.0,79.0,20.0,101.0,40.5
15135,1,28,195.0,88.0,15.0,93.0,40.0
1752,1,64,194.0,102.0,16.0,98.0,40.3
52175,0,25,166.0,63.0,9.0,90.0,39.7
24258,0,35,179.0,72.0,11.0,93.0,39.8
24964,1,32,181.0,80.0,28.0,114.0,40.4
65492,1,42,176.0,81.0,11.0,92.0,39.7
21070,0,46,166.0,59.0,27.0,105.0,40.9
31491,0,49,160.0,60.0,25.0,101.0,40.3
22238,1,28,190.0,99.0,8.0,88.0,39.7
30155,1,71,183.0,86.0,8.0,80.0,39.7
13996,1,51,192.0,99.0,19.0,98.0,40.2
16578,1,61,191.0,99.0,21.0,101.0,40.7
9894,0,22,180.0,79.0,27.0,107.0,40.8
12736,0,27,169.0,62.0,18.0,99.0,40.4
55306,1,52,195.0,98.0,26.0,108.0,41.1
37928,1,69,190.0,98.0,7.0,94.0,39.6
33810,1,50,191.0,95.0,6.0,84.0,39.3
36421,0,45,163.0,63.0,19.0,94.0,40.5
13011,0,20,174.0,66.0,26.0,107.0,40.9
26945,1,34,191.0,92.0,12.0,97.0,40.1
57834,0,64,161.0,57.0,9.0,89.0,39.6
30501,0,33,154.0,57.0,25.0,106.0,40.5
42247,1,53,176.0,80.0,24.0,107.0,40.7
67340,0,61,168.0,64.0,10.0,90.0,39.2
70503,1,62,183.0,87.0,3.0,83.0,38.9
22764,1,36,200.0,105.0,30.0,106.0,41.1
70726,0,44,171.0,69.0,7.0,88.0,39.5
31466,1,51,158.0,65.0,29.0,94.0,41.0
45759,1,75,192.0,91.0,1.0,84.0,37.7
72397,0,66,172.0,70.0,23.0,102.0,40.7
1444,1,30,187.0,89.0,29.0,108.0,40.9
3067,0,34,162.0,61.0,4.0,86.0,38.9
62817,0,65,164.0,63.0,26.0,95.0,40.7
53819,0,33,174.0,72.0,27.0,110.0,40.6
25949,1,36,190.0,96.0,18.0,99.0,40.3
49199,0,28,153.0,50.0,17.0,111.0,40.6
3701,1,33,174.0,77.0,13.0,84.0,40.3
42297,1,50,179.0,81.0,21.0,97.0,40.7
16366,1,37,193.0,95.0,10.0,90.0,39.7
5790,1,54,170.0,72.0,9.0,85.0,40.0
9867,1,61,192.0,92.0,15.0,90.0,40.1
65493,0,25,159.0,59.0,23.0,104.0,40.9
6534,1,41,183.0,87.0,5.0,80.0,38.9
73552,0,47,163.0,58.0,11.0,82.0,40.1
6969,0,33,173.0,69.0,13.0,92.0,40.1
48864,0,23,183.0,75.0,3.0,79.0,38.6
71490,1,43,168.0,73.0,24.0,107.0,40.8
60080,1,24,191.0,99.0,23.0,97.0,40.5
22137,1,21,186.0,81.0,6.0,89.0,39.4
63781,0,21,170.0,64.0,21.0,92.0,40.5
52909,0,53,176.0,71.0,27.0,105.0,40.7
48783,0,39,181.0,77.0,18.0,101.0,40.1
38171,1,44,177.0,81.0,14.0,89.0,40.4
39800,1,35,195.0,96.0,21.0,100.0,40.7
21124,0,39,160.0,61.0,19.0,110.0,40.5
30756,0,40,161.0,60.0,4.0,87.0,38.9
64287,1,32,186.0,86.0,19.0,98.0,40.3
36565,1,47,178.0,82.0,23.0,99.0,40.7
9672,0,22,156.0,54.0,5.0,92.0,39.1
43932,0,62,170.0,70.0,9.0,91.0,39.3
49610,1,62,193.0,98.0,4.0,83.0,38.8
3379,1,24,174.0,74.0,25.0,100.0,41.0
68341,1,21,175.0,81.0,21.0,97.0,40.3
74841,1,32,205.0,104.0,3.0,81.0,38.3
47146,0,31,164.0,60.0,11.0,97.0,40.2
54642,0,20,158.0,52.0,8.0,94.0,39.5
5140,1,33,194.0,101.0,27.0,101.0,40.9
2418,0,21,158.0,54.0,26.0,106.0,40.7
19938,1,36,185.0,83.0,25.0,108.0,40.8
23738,0,36,169.0,69.0,18.0,97.0,40.6
30458,0,23,163.0,59.0,19.0,100.0,40.8
56761,1,63,185.0,88.0,25.0,102.0,40.4
17134,1,39,177.0,81.0,14.0,88.0,40.2
63872,1,64,193.0,96.0,17.0,94.0,40.6
34467,0,20,165.0,63.0,15.0,95.0,40.2
74682,0,25,157.0,59.0,4.0,82.0,38.7
13712,1,30,185.0,85.0,23.0,103.0,40.5
20847,0,26,173.0,67.0,23.0,99.0,40.6
58935,1,46,179.0,81.0,8.0,80.0,39.9
71450,1,51,192.0,94.0,1.0,88.0,37.7
17150,0,31,175.0,74.0,16.0,98.0,40.3
46661,1,53,181.0,76.0,3.0,87.0,38.9
72249,1,63,196.0,99.0,11.0,96.0,40.1
57468,1,23,176.0,75.0,9.0,90.0,39.7
5536,1,50,185.0,85.0,24.0,102.0,40.4
27441,0,52,171.0,68.0,19.0,102.0,40.7
3958,0,52,154.0,57.0,19.0,97.0,40.3
59513,1,40,185.0,92.0,18.0,93.0,40.2
59381,1,45,199.0,91.0,24.0,102.0,40.5
10364,0,52,159.0,64.0,17.0,99.0,40.4
58055,0,38,176.0,73.0,4.0,77.0,39.2
49082,0,54,161.0,63.0,7.0,87.0,39.5
53461,1,30,179.0,79.0,15.0,99.0,40.6
23203,1,30,196.0,96.0,19.0,103.0,40.3
57639,0,73,155.0,58.0,28.0,107.0,40.7
7852,0,43,163.0,59.0,22.0,97.0,40.6
27448,1,52,187.0,93.0,16.0,97.0,40.9
58544,1,36,200.0,97.0,18.0,106.0,40.4
71627,1,48,183.0,80.0,10.0,95.0,40.3
34868,1,60,166.0,70.0,9.0,94.0,39.4
66192,0,27,162.0,61.0,13.0,91.0,40.4
59731,0,22,159.0,60.0,20.0,98.0,40.5
22249,0,20,177.0,70.0,28.0,105.0,40.8
60543,1,39,191.0,99.0,21.0,102.0,41.0
47263,0,55,154.0,56.0,13.0,91.0,39.9
71225,0,67,172.0,67.0,6.0,79.0,39.2
50475,0,75,177.0,72.0,23.0,103.0,40.7
59724,0,60,163.0,61.0,10.0,95.0,39.9
57244,0,45,161.0,65.0,26.0,101.0,40.4
47420,1,71,183.0,88.0,8.0,84.0,39.4
65194,1,43,185.0,86.0,3.0,81.0,38.6
12034,0,55,157.0,60.0,7.0,88.0,39.4
70085,1,48,184.0,79.0,9.0,97.0,39.7
55459,0,21,156.0,53.0,7.0,81.0,39.2
39543,0,32,164.0,64.0,12.0,93.0,40.3
57291,0,27,164.0,63.0,25.0,107.0,40.7
12645,1,21,174.0,73.0,18.0,96.0,40.5
25148,1,21,181.0,81.0,21.0,109.0,40.5
44060,1,71,191.0,99.0,9.0,91.0,39.7
38689,0,23,174.0,68.0,28.0,108.0,40.7
49965,0,65,150.0,54.0,10.0,82.0,39.6
22905,0,24,160.0,56.0,10.0,92.0,39.6
73288,0,21,150.0,53.0,26.0,106.0,40.8
3674,0,23,166.0,65.0,10.0,93.0,39.9
51545,0,64,162.0,70.0,12.0,99.0,40.4
52359,1,54,181.0,80.0,10.0,80.0,39.9
17181,0,55,170.0,66.0,19.0,100.0,40.3
68963,1,39,195.0,92.0,28.0,105.0,40.8
19722,1,51,183.0,85.0,18.0,99.0,40.9
21335,1,40,182.0,80.0,9.0,88.0,39.5
3939,0,32,173.0,71.0,6.0,87.0,39.1
11178,0,63,159.0,61.0,26.0,106.0,41.0
49247,0,32,165.0,59.0,16.0,91.0,40.4
52738,1,21,194.0,94.0,10.0,92.0,39.8
69902,1,31,179.0,80.0,10.0,97.0,39.8
14368,0,70,178.0,78.0,7.0,83.0,39.3
73721,0,23,160.0,56.0,7.0,79.0,39.8
32505,1,44,173.0,77.0,20.0,98.0,40.8
56259,1,61,171.0,80.0,29.0,113.0,41.1
20515,0,56,165.0,65.0,10.0,93.0,39.8
52682,1,44,195.0,96.0,2.0,72.0,38.1
15440,1,50,193.0,98.0,29.0,104.0,40.8
15425,1,51,194.0,93.0,21.0,104.0,40.6
59865,1,31,181.0,84.0,29.0,114.0,41.2
31382,1,31,199.0,97.0,17.0,90.0,40.5
702,1,38,181.0,87.0,5.0,81.0,39.5
41082,0,38,170.0,64.0,29.0,114.0,41.1
13294,0,39,168.0,63.0,17.0,100.0,40.7
63421,0,50,153.0,52.0,26.0,113.0,40.8
74521,0,25,158.0,56.0,6.0,84.0,39.1
10229,1,21,187.0,92.0,26.0,104.0,40.9
74499,0,31,173.0,68.0,7.0,77.0,39.1
46933,0,51,173.0,65.0,27.0,105.0,41.0
52713,1,39,184.0,83.0,5.0,85.0,39.4
71691,1,24,192.0,94.0,5.0,84.0,39.1
65628,0,61,156.0,60.0,24.0,113.0,40.7
64957,1,39,183.0,84.0,20.0,92.0,40.6
9129,0,51,163.0,62.0,17.0,95.0,40.6
36500,0,43,167.0,62.0,19.0,102.0,40.3
27942,1,21,192.0,91.0,11.0,86.0,39.7
19524,1,73,186.0,91.0,15.0,91.0,40.3
44919,0,55,172.0,68.0,21.0,92.0,40.5
18389,0,26,158.0,55.0,19.0,98.0,40.4
61244,0,45,176.0,67.0,27.0,109.0,40.9
36196,1,47,186.0,90.0,28.0,105.0,40.7
31299,1,28,187.0,91.0,27.0,111.0,40.8
16213,1,30,196.0,93.0,18.0,96.0,40.1
62022,1,21,194.0,97.0,8.0,94.0,39.3
6646,1,47,173.0,79.0,24.0,101.0,40.8
57147,1,35,186.0,90.0,23.0,105.0,40.5
24387,0,56,161.0,63.0,13.0,98.0,39.8
32510,0,27,158.0,55.0,26.0,101.0,41.0
263,0,66,164.0,61.0,11.0,92.0,40.1
34150,1,54,195.0,96.0,18.0,97.0,40.0
28282,0,62,161.0,61.0,28.0,106.0,40.9
60400,1,47,164.0,70.0,15.0,86.0,40.3
20194,1,28,172.0,75.0,7.0,91.0,39.2
27966,1,39,175.0,75.0,8.0,88.0,39.7
69018,0,29,179.0,77.0,16.0,91.0,40.4
1562,1,62,177.0,84.0,30.0,108.0,40.7
39796,1,60,181.0,80.0,19.0,101.0,40.4
27110,1,52,179.0,81.0,9.0,94.0,39.8
69528,1,32,172.0,81.0,15.0,99.0,40.3
38287,1,22,182.0,83.0,28.0,104.0,41.0
3690,0,44,169.0,64.0,19.0,100.0,40.6
29414,0,23,167.0,66.0,4.0,85.0,38.8
16135,1,38,182.0,87.0,5.0,86.0,39.2
45442,1,46,201.0,99.0,21.0,95.0,40.8
47473,1,35,185.0,88.0,24.0,107.0,40.7
62191,0,47,164.0,66.0,18.0,103.0,40.5
14286,0,20,168.0,79.0,6.0,89.0,39.2
34115,0,58,159.0,58.0,7.0,88.0,39.7
29083,0,37,167.0,64.0,5.0,87.0,39.3
61928,0,21,158.0,56.0,29.0,113.0,40.8
41900,1,61,196.0,103.0,11.0,99.0,39.9
62937,0,48,158.0,54.0,10.0,88.0,39.8
62935,0,27,172.0,67.0,27.0,103.0,40.5
21841,1,58,186.0,88.0,3.0,77.0,38.8
33695,1,59,182.0,94.0,5.0,81.0,39.0
70487,0,26,160.0,58.0,13.0,94.0,40.2
56209,1,50,195.0,103.0,14.0,98.0,40.5
48886,0,27,159.0,61.0,20.0,94.0,41.0
18776,1,39,181.0,79.0,15.0,99.0,40.2
857,0,21,162.0,58.0,23.0,104.0,40.6
26045,1,40,197.0,98.0,9.0,84.0,39.9
65854,1,49,181.0,81.0,17.0,95.0,40.4
4962,1,56,174.0,80.0,25.0,105.0,40.8
32820,0,67,161.0,63.0,21.0,93.0,40.4
8596,1,51,192.0,102.0,20.0,100.0,40.5
4303,0,36,160.0,62.0,23.0,104.0,40.6
52526,0,20,160.0,56.0,7.0,89.0,39.6
46577,1,47,196.0,99.0,18.0,99.0,40.1
31438,1,29,170.0,71.0,21.0,103.0,40.4
64972,1,35,191.0,91.0,10.0,91.0,39.9
54015,1,50,184.0,88.0,19.0,101.0,40.8
42499,1,51,202.0,99.0,21.0,97.0,40.7
46034,0,26,171.0,73.0,8.0,82.0,39.5
31504,0,50,161.0,61.0,12.0,90.0,39.9
24163,0,39,167.0,66.0,5.0,83.0,39.4
25194,1,30,182.0,86.0,20.0,100.0,40.7
36709,1,21,187.0,91.0,27.0,104.0,40.7
33906,1,22,184.0,81.0,4.0,93.0,39.0
5158,1,49,193.0,100.0,16.0,100.0,40.2
5653,1,58,183.0,79.0,28.0,108.0,40.7
